Var1,Var2,cgmlst,SNP
DW278,DW123,226,1423
DW279,DW123,283,2151
DW281,DW123,284,2051
DW282,DW123,240,1672
DW283,DW123,224,1465
DW285,DW123,288,2114
DW286,DW123,267,1906
DW287,DW123,221,1415
DW290,DW123,131,756
DW292,DW123,286,2036
DW293,DW123,247,1779
DW295,DW123,240,1742
DW296,DW123,250,1780
DW299,DW123,280,2139
DW301,DW123,281,2112
DW303,DW123,151,898
DW304,DW123,283,1938
DW307,DW123,288,2090
DW308,DW123,281,2149
DW309,DW123,280,2082
DW312,DW123,119,678
DW313,DW123,288,2217
DW315,DW123,155,957
DW316,DW123,288,2111
DW318,DW123,245,1706
DW320,DW123,240,1487
DW321,DW123,240,1518
DW325,DW123,275,2108
DW326,DW123,240,1477
DW329,DW123,287,2207
DW330,DW123,297,2148
DW331,DW123,279,2113
DW332,DW123,245,1493
DW334,DW123,289,2150
DW336,DW123,248,1495
DW337,DW123,218,1444
DW339,DW123,281,2191
DW342,DW123,259,1410
DW344,DW123,245,1473
DW345,DW123,227,1553
DW346,DW123,277,2066
DW347,DW123,283,2187
DW349,DW123,258,1986
DW351,DW123,265,1972
DW355,DW123,282,2089
DW356,DW123,252,1805
DW359,DW123,276,2029
DW360,DW123,52,207
DW361,DW123,233,1446
DW365,DW123,264,1954
DW366,DW123,296,2029
DW368,DW123,273,1789
DW369,DW123,241,1344
DW370,DW123,268,2017
DW371,DW123,155,815
DW372,DW123,270,1793
DW373,DW123,262,1665
DW374,DW123,233,2040
DW375,DW123,259,1746
DW376,DW123,293,1987
DW377,DW123,163,863
DW379,DW123,291,1935
DW380,DW123,285,1973
DW381,DW123,49,176
DW382,DW123,254,1598
DW383,DW123,186,1120
DW384,DW123,287,2029
DW385,DW123,49,174
DW387,DW123,296,2049
DW388,DW123,162,885
DW389,DW123,271,1790
DW390,DW123,288,2043
DW391,DW123,288,2067
DW392,DW123,288,2011
DW395,DW123,188,446
DW396,DW123,305,2150
DW397,DW123,282,2027
DW398,DW123,286,1975
DW401,DW123,261,2028
DW402,DW123,244,1526
DW405,DW123,282,1970
DW409,DW123,232,1285
DW410,DW123,283,1784
DW413,DW123,287,1979
DW414,DW123,258,1934
DW415,DW123,279,2080
DW418,DW123,281,2033
DW420,DW123,235,1230
DW423,DW123,252,1414
DW425,DW123,282,1963
DW427,DW123,285,2028
DW428,DW123,296,2002
DW429,DW123,284,2010
DW430,DW123,243,1370
DW432,DW123,221,1517
DW433,DW123,251,1719
DW434,DW123,45,164
DW435,DW123,151,812
DW436,DW123,284,1964
DW438,DW123,281,2019
DW439,DW123,50,148
DW441,DW123,240,1660
DW442,DW123,46,168
DW443,DW123,288,2000
DW444,DW123,289,2054
DW446,DW123,301,2158
DW448,DW123,278,2028
DW449,DW123,274,1814
DW450,DW123,220,1417
DW451,DW123,288,1985
DW452,DW123,241,1633
DW454,DW123,241,1549
DW456,DW123,281,2041
DW458,DW123,247,1361
DW460,DW123,288,2126
DW462,DW123,279,2028
DW463,DW123,282,2116
DW464,DW123,262,1828
DW481,DW123,250,1553
DW482,DW123,240,1655
DW483,DW123,44,166
DW484,DW123,279,2017
DW485,DW123,280,1983
DW486,DW123,297,2005
DW487,DW123,237,2051
DW488,DW123,266,1829
DW489,DW123,243,1543
M2282,DW123,139,884
M2300,DW123,132,788
M2321,DW123,209,1201
M2341,DW123,163,1106
M30,DW123,115,726
M6090,DW123,137,787
M6151,DW123,137,770
M6257,DW123,198,1342
M6270,DW123,145,849
M6280,DW123,272,1739
M6282,DW123,290,2224
M6283,DW123,281,2254
M6284,DW123,133,819
M6285,DW123,217,1506
M6286,DW123,265,1977
M6303,DW123,149,923
M6312,DW123,136,807
M6320,DW123,207,1465
M6327,DW123,129,787
M6328,DW123,151,828
M6475,DW123,206,1392
M6489,DW123,276,2042
M6593,DW123,186,1185
M6604,DW123,225,1748
M6711,DW123,278,2049
M6713,DW123,300,2208
R32G,DW123,111,821
TW10_5G,DW123,112,825
TW10_6G,DW123,111,823
TW48-5G,DW123,111,819
UTMB_10G,DW123,111,820
DW128,DW124,214,1359
DW129,DW124,243,1537
DW131,DW124,154,1057
DW133,DW124,267,1749
DW140,DW124,242,1565
DW141,DW124,252,2013
DW148,DW124,299,2055
DW153,DW124,292,2078
DW155,DW124,297,2126
DW166,DW124,306,1869
DW167,DW124,286,1959
DW170,DW124,278,1830
DW172,DW124,270,1773
DW268,DW124,292,2056
DW269,DW124,291,1874
DW270,DW124,295,2020
DW272,DW124,265,1725
DW276,DW124,235,1396
DW277,DW124,233,1425
DW278,DW124,222,1389
DW279,DW124,289,2055
DW281,DW124,288,2050
DW282,DW124,239,1608
DW283,DW124,218,1430
DW285,DW124,291,2022
DW286,DW124,272,1854
DW287,DW124,214,1368
DW290,DW124,118,463
DW292,DW124,288,1982
DW293,DW124,250,1684
DW295,DW124,240,1593
DW296,DW124,255,1686
DW299,DW124,290,2091
DW301,DW124,288,2107
DW303,DW124,136,582
DW304,DW124,294,1971
DW307,DW124,296,2054
DW308,DW124,289,2193
DW309,DW124,288,2013
DW312,DW124,149,804
DW313,DW124,293,2215
DW315,DW124,147,794
DW316,DW124,297,2082
DW318,DW124,244,1598
DW320,DW124,237,1446
DW321,DW124,237,1457
DW325,DW124,286,2077
DW326,DW124,237,1431
DW329,DW124,294,2177
DW330,DW124,299,2109
DW331,DW124,288,2125
DW332,DW124,245,1413
DW334,DW124,290,2099
DW336,DW124,244,1482
DW337,DW124,220,1285
DW339,DW124,291,2139
DW342,DW124,247,1277
DW344,DW124,241,1456
DW345,DW124,231,1459
DW346,DW124,281,2003
DW347,DW124,292,2149
DW349,DW124,268,2017
DW351,DW124,267,1916
DW355,DW124,288,2099
DW356,DW124,254,1684
DW359,DW124,281,1997
DW360,DW124,164,1029
DW361,DW124,231,1391
DW365,DW124,277,1923
DW366,DW124,299,1969
DW368,DW124,275,1756
DW369,DW124,236,1179
DW370,DW124,275,1930
DW371,DW124,160,663
DW372,DW124,270,1713
DW373,DW124,263,1583
DW374,DW124,238,1971
DW375,DW124,259,1645
DW376,DW124,301,1907
DW377,DW124,182,885
DW379,DW124,293,1845
DW380,DW124,288,1916
DW381,DW124,159,816
DW382,DW124,263,1579
DW383,DW124,198,1147
DW384,DW124,296,1978
DW385,DW124,163,886
DW387,DW124,301,2028
DW388,DW124,180,912
DW389,DW124,282,1733
DW390,DW124,294,1986
DW391,DW124,294,1998
DW392,DW124,294,1957
DW395,DW124,187,363
DW396,DW124,308,2170
DW397,DW124,288,1967
DW398,DW124,288,1949
DW401,DW124,269,1966
DW402,DW124,245,1376
DW405,DW124,285,1931
DW409,DW124,239,1154
DW410,DW124,289,1735
DW413,DW124,292,1901
DW414,DW124,260,1851
DW415,DW124,288,2028
DW418,DW124,282,1930
DW420,DW124,235,1121
DW423,DW124,255,1345
DW425,DW124,290,1885
DW427,DW124,293,1969
DW428,DW124,300,1944
DW429,DW124,283,2000
DW430,DW124,239,1305
DW432,DW124,219,1361
DW433,DW124,258,1618
DW434,DW124,155,888
DW435,DW124,148,649
DW436,DW124,287,1924
DW438,DW124,286,1956
DW439,DW124,162,766
DW441,DW124,240,1540
DW442,DW124,157,851
DW443,DW124,289,1818
DW444,DW124,293,1985
DW446,DW124,294,2014
DW448,DW124,288,1958
DW449,DW124,270,1717
DW450,DW124,218,1262
DW451,DW124,294,1926
DW452,DW124,241,1481
DW454,DW124,241,1405
DW456,DW124,284,1965
DW458,DW124,243,1264
DW460,DW124,295,2096
DW462,DW124,285,1972
DW463,DW124,290,2103
DW464,DW124,264,1706
DW481,DW124,258,1516
DW482,DW124,239,1523
DW483,DW124,150,848
DW484,DW124,292,1978
DW485,DW124,293,1920
DW486,DW124,301,1931
DW487,DW124,243,2010
DW488,DW124,274,1796
DW489,DW124,247,1386
M2282,DW124,124,565
M2300,DW124,117,504
M2321,DW124,211,1044
M2341,DW124,156,954
M30,DW124,101,413
M6090,DW124,120,549
M6151,DW124,120,505
M6257,DW124,205,1142
M6270,DW124,128,577
M6280,DW124,279,1776
M6282,DW124,300,2164
M6283,DW124,284,2242
M6284,DW124,127,531
M6285,DW124,216,1349
M6286,DW124,275,1912
M6303,DW124,139,680
M6312,DW124,120,605
M6320,DW124,201,1229
M6327,DW124,118,472
M6328,DW124,141,571
M6475,DW124,208,1232
M6489,DW124,287,1991
M6593,DW124,187,1006
M6604,DW124,229,1551
M6711,DW124,279,2017
M6713,DW124,308,2208
R32G,DW124,98,540
TW10_5G,DW124,99,539
TW10_6G,DW124,99,542
TW48-5G,DW124,98,538
UTMB_10G,DW124,98,537
DW129,DW128,254,1676
DW131,DW128,218,1540
DW133,DW128,279,1844
DW140,DW128,226,1403
DW141,DW128,251,1788
DW148,DW128,301,1835
DW153,DW128,292,1853
DW155,DW128,299,1876
DW166,DW128,308,1958
DW167,DW128,288,1751
DW170,DW128,285,1634
DW172,DW128,285,1894
DW268,DW128,289,1864
DW269,DW128,289,1678
DW270,DW128,291,1842
DW272,DW128,279,1819
DW276,DW128,249,1600
DW277,DW128,267,1682
DW278,DW128,247,1633
DW279,DW128,290,1874
DW281,DW128,292,1822
DW282,DW128,252,1749
DW283,DW128,242,1672
DW285,DW128,289,1845
DW286,DW128,279,1652
DW287,DW128,238,1642
DW290,DW128,202,1281
DW292,DW128,285,1805
DW293,DW128,285,2056
DW295,DW128,277,1949
DW296,DW128,292,2070
DW299,DW128,290,1835
DW301,DW128,289,1849
DW303,DW128,211,1349
DW304,DW128,286,1821
DW307,DW128,299,1818
DW308,DW128,287,1896
DW309,DW128,286,1768
DW312,DW128,213,1296
DW313,DW128,288,1934
DW315,DW128,208,1334
DW316,DW128,299,1835
DW318,DW128,282,1906
DW320,DW128,258,1720
DW321,DW128,258,1719
DW325,DW128,283,1882
DW326,DW128,258,1704
DW329,DW128,284,1825
DW330,DW128,296,1862
DW331,DW128,286,1831
DW332,DW128,263,1663
DW334,DW128,288,1895
DW336,DW128,261,1736
DW337,DW128,236,1435
DW339,DW128,277,1791
DW342,DW128,274,1533
DW344,DW128,260,1706
DW345,DW128,245,1548
DW346,DW128,285,1794
DW347,DW128,296,1886
DW349,DW128,266,1749
DW351,DW128,277,1752
DW355,DW128,290,1864
DW356,DW128,289,2090
DW359,DW128,282,1781
DW360,DW128,223,1537
DW361,DW128,251,1663
DW365,DW128,273,1705
DW366,DW128,292,1805
DW368,DW128,281,1658
DW369,DW128,265,1450
DW370,DW128,276,1723
DW371,DW128,221,1293
DW372,DW128,284,1853
DW373,DW128,275,1717
DW374,DW128,236,1778
DW375,DW128,274,1765
DW376,DW128,292,1721
DW377,DW128,239,1471
DW379,DW128,286,1671
DW380,DW128,284,1758
DW381,DW128,220,1408
DW382,DW128,268,1718
DW383,DW128,251,1628
DW384,DW128,298,1740
DW385,DW128,225,1471
DW387,DW128,294,1779
DW388,DW128,236,1474
DW389,DW128,283,1682
DW390,DW128,295,1788
DW391,DW128,295,1778
DW392,DW128,296,1767
DW395,DW128,214,722
DW396,DW128,306,1997
DW397,DW128,290,1754
DW398,DW128,288,1761
DW401,DW128,274,1745
DW402,DW128,255,1580
DW405,DW128,279,1817
DW409,DW128,267,1487
DW410,DW128,290,1594
DW413,DW128,294,1724
DW414,DW128,258,1707
DW415,DW128,275,1701
DW418,DW128,289,1742
DW420,DW128,253,1464
DW423,DW128,262,1514
DW425,DW128,295,1703
DW427,DW128,290,1760
DW428,DW128,294,1766
DW429,DW128,284,1782
DW430,DW128,260,1591
DW432,DW128,250,1655
DW433,DW128,280,1831
DW434,DW128,223,1471
DW435,DW128,212,1333
DW436,DW128,287,1731
DW438,DW128,290,1759
DW439,DW128,224,1371
DW441,DW128,277,1902
DW442,DW128,225,1430
DW443,DW128,297,1883
DW444,DW128,295,1778
DW446,DW128,302,2007
DW448,DW128,289,1751
DW449,DW128,287,1870
DW450,DW128,241,1509
DW451,DW128,295,1718
DW452,DW128,235,1372
DW454,DW128,252,1599
DW456,DW128,289,1775
DW458,DW128,264,1576
DW460,DW128,288,1954
DW462,DW128,287,1758
DW463,DW128,285,1791
DW464,DW128,279,1838
DW481,DW128,264,1662
DW482,DW128,280,1891
DW483,DW128,207,1408
DW484,DW128,291,1780
DW485,DW128,289,1750
DW486,DW128,297,1747
DW487,DW128,242,1794
DW488,DW128,275,1900
DW489,DW128,287,1838
M2282,DW128,207,1309
M2300,DW128,196,1313
M2321,DW128,249,1359
M2341,DW128,193,1313
M30,DW128,190,1225
M6090,DW128,206,1264
M6151,DW128,206,1286
M6257,DW128,249,1608
M6270,DW128,206,1316
M6280,DW128,268,1858
M6282,DW128,292,1987
M6283,DW128,292,1937
M6284,DW128,203,1326
M6285,DW128,228,1483
M6286,DW128,263,1585
M6303,DW128,216,1336
M6312,DW128,206,1276
M6320,DW128,246,1696
M6327,DW128,199,1255
M6328,DW128,215,1320
M6475,DW128,246,1659
M6489,DW128,286,1753
M6593,DW128,230,1281
M6604,DW128,224,1374
M6711,DW128,279,1804
M6713,DW128,304,2040
R32G,DW128,182,1320
TW10_5G,DW128,183,1316
TW10_6G,DW128,183,1322
TW48-5G,DW128,183,1315
UTMB_10G,DW128,183,1320
DW131,DW129,243,1781
DW133,DW129,284,1733
DW140,DW129,227,1481
DW141,DW129,263,2164
DW148,DW129,316,2218
DW153,DW129,308,2227
DW155,DW129,315,2278
DW166,DW129,301,1902
DW167,DW129,303,2039
DW170,DW129,280,1874
DW172,DW129,277,1767
DW268,DW129,285,2061
DW269,DW129,288,1860
DW270,DW129,287,2019
DW272,DW129,283,1709
DW276,DW129,23,80
DW277,DW129,240,1584
DW278,DW129,123,823
DW279,DW129,305,2246
DW281,DW129,307,2220
DW282,DW129,255,1738
DW283,DW129,118,840
DW285,DW129,291,2100
DW286,DW129,291,1987
DW287,DW129,115,808
DW290,DW129,230,1443
DW292,DW129,282,1975
DW293,DW129,275,2001
DW295,DW129,236,1688
DW296,DW129,278,1959
DW299,DW129,302,2265
DW301,DW129,299,2211
DW303,DW129,242,1558
DW304,DW129,296,2126
DW307,DW129,315,2198
DW308,DW129,304,2260
DW309,DW129,303,2117
DW312,DW129,228,1481
DW313,DW129,300,2198
DW315,DW129,237,1533
DW316,DW129,313,2222
DW318,DW129,241,1660
DW320,DW129,126,857
DW321,DW129,125,866
DW325,DW129,298,2238
DW326,DW129,125,835
DW329,DW129,306,2290
DW330,DW129,307,2124
DW331,DW129,301,2230
DW332,DW129,135,874
DW334,DW129,282,2080
DW336,DW129,138,918
DW337,DW129,244,1495
DW339,DW129,304,2240
DW342,DW129,275,1632
DW344,DW129,131,910
DW345,DW129,250,1588
DW346,DW129,298,2173
DW347,DW129,305,2273
DW349,DW129,283,2133
DW351,DW129,271,1979
DW355,DW129,309,2220
DW356,DW129,277,2005
DW359,DW129,296,2130
DW360,DW129,248,1812
DW361,DW129,121,853
DW365,DW129,293,2080
DW366,DW129,289,1994
DW368,DW129,281,1958
DW369,DW129,267,1511
DW370,DW129,285,2093
DW371,DW129,243,1548
DW372,DW129,281,1702
DW373,DW129,273,1696
DW374,DW129,256,2120
DW375,DW129,277,1656
DW376,DW129,310,2051
DW377,DW129,252,1648
DW379,DW129,286,1851
DW380,DW129,279,1930
DW381,DW129,245,1597
DW382,DW129,277,1810
DW383,DW129,255,1709
DW384,DW129,313,2126
DW385,DW129,248,1651
DW387,DW129,312,2122
DW388,DW129,250,1649
DW389,DW129,285,1983
DW390,DW129,308,2112
DW391,DW129,308,2126
DW392,DW129,309,2103
DW395,DW129,227,758
DW396,DW129,314,2255
DW397,DW129,305,2109
DW398,DW129,301,2019
DW401,DW129,285,2085
DW402,DW129,22,69
DW405,DW129,299,2073
DW409,DW129,264,1540
DW410,DW129,302,1865
DW413,DW129,306,2035
DW414,DW129,275,1996
DW415,DW129,303,2142
DW418,DW129,285,2010
DW420,DW129,129,734
DW423,DW129,119,645
DW425,DW129,309,2021
DW427,DW129,311,2088
DW428,DW129,290,1960
DW429,DW129,303,2044
DW430,DW129,127,757
DW432,DW129,191,1001
DW433,DW129,253,1673
DW434,DW129,246,1698
DW435,DW129,238,1566
DW436,DW129,302,1992
DW438,DW129,302,2106
DW439,DW129,248,1540
DW441,DW129,236,1628
DW442,DW129,247,1629
DW443,DW129,311,2070
DW444,DW129,311,2134
DW446,DW129,318,2251
DW448,DW129,301,2118
DW449,DW129,287,1746
DW450,DW129,222,1259
DW451,DW129,308,2059
DW452,DW129,272,1754
DW454,DW129,37,149
DW456,DW129,287,2034
DW458,DW129,136,784
DW460,DW129,303,2200
DW462,DW129,301,2139
DW463,DW129,302,2252
DW464,DW129,281,1727
DW481,DW129,274,1757
DW482,DW129,238,1612
DW483,DW129,234,1641
DW484,DW129,303,2112
DW485,DW129,308,2084
DW486,DW129,305,1934
DW487,DW129,258,2183
DW488,DW129,270,1729
DW489,DW129,273,1708
M2282,DW129,233,1528
M2300,DW129,224,1509
M2321,DW129,251,1494
M2341,DW129,229,1382
M30,DW129,214,1388
M6090,DW129,232,1480
M6151,DW129,232,1513
M6257,DW129,207,1226
M6270,DW129,238,1560
M6280,DW129,283,1881
M6282,DW129,307,2280
M6283,DW129,295,2307
M6284,DW129,236,1519
M6285,DW129,236,1500
M6286,DW129,272,1813
M6303,DW129,228,1480
M6312,DW129,231,1525
M6320,DW129,248,1764
M6327,DW129,225,1483
M6328,DW129,243,1478
M6475,DW129,192,1001
M6489,DW129,303,2134
M6593,DW129,232,1409
M6604,DW129,243,1636
M6711,DW129,296,2099
M6713,DW129,313,2336
R32G,DW129,214,1560
TW10_5G,DW129,215,1561
TW10_6G,DW129,215,1560
TW48-5G,DW129,215,1560
UTMB_10G,DW129,215,1560
DW133,DW131,266,1914
DW140,DW131,235,1812
DW141,DW131,247,2138
DW148,DW131,295,2215
DW153,DW131,286,2282
DW155,DW131,294,2274
DW166,DW131,293,1985
DW167,DW131,285,2042
DW170,DW131,280,1960
DW172,DW131,271,1976
DW268,DW131,289,2191
DW269,DW131,290,2013
DW270,DW131,292,2250
DW272,DW131,264,1877
DW276,DW131,237,1594
DW277,DW131,235,1646
DW278,DW131,226,1514
DW279,DW131,283,2261
DW281,DW131,284,2184
DW282,DW131,240,1783
DW283,DW131,224,1563
DW285,DW131,288,2233
DW286,DW131,267,1980
DW287,DW131,221,1492
DW290,DW131,131,899
DW292,DW131,286,2139
DW293,DW131,247,1908
DW295,DW131,240,1822
DW296,DW131,250,1891
DW299,DW131,280,2292
DW301,DW131,281,2235
DW303,DW131,151,1000
DW304,DW131,283,2038
DW307,DW131,288,2193
DW308,DW131,281,2316
DW309,DW131,280,2161
DW312,DW131,119,751
DW313,DW131,288,2382
DW315,DW131,155,1089
DW316,DW131,288,2221
DW318,DW131,245,1785
DW320,DW131,240,1587
DW321,DW131,240,1618
DW325,DW131,275,2209
DW326,DW131,240,1562
DW329,DW131,287,2327
DW330,DW131,297,2205
DW331,DW131,279,2232
DW332,DW131,245,1582
DW334,DW131,289,2252
DW336,DW131,248,1630
DW337,DW131,218,1558
DW339,DW131,281,2287
DW342,DW131,259,1498
DW344,DW131,245,1606
DW345,DW131,227,1702
DW346,DW131,277,2158
DW347,DW131,283,2311
DW349,DW131,258,2073
DW351,DW131,265,2046
DW355,DW131,282,2235
DW356,DW131,252,1943
DW359,DW131,276,2123
DW360,DW131,52,251
DW361,DW131,233,1531
DW365,DW131,264,2038
DW366,DW131,296,2135
DW368,DW131,273,1854
DW369,DW131,241,1399
DW370,DW131,268,2053
DW371,DW131,155,889
DW372,DW131,270,1880
DW373,DW131,262,1694
DW374,DW131,233,2121
DW375,DW131,259,1802
DW376,DW131,293,2049
DW377,DW131,163,942
DW379,DW131,291,1988
DW380,DW131,285,2069
DW381,DW131,49,199
DW382,DW131,254,1675
DW383,DW131,186,1194
DW384,DW131,287,2128
DW385,DW131,49,198
DW387,DW131,296,2128
DW388,DW131,162,969
DW389,DW131,271,1832
DW390,DW131,288,2092
DW391,DW131,288,2126
DW392,DW131,288,2077
DW395,DW131,188,468
DW396,DW131,305,2221
DW397,DW131,282,2088
DW398,DW131,286,2050
DW401,DW131,261,2095
DW402,DW131,244,1563
DW405,DW131,282,1996
DW409,DW131,232,1323
DW410,DW131,283,1822
DW413,DW131,287,2028
DW414,DW131,258,1970
DW415,DW131,279,2163
DW418,DW131,281,2119
DW420,DW131,235,1283
DW423,DW131,252,1447
DW425,DW131,282,2012
DW427,DW131,285,2130
DW428,DW131,296,2089
DW429,DW131,284,2109
DW430,DW131,243,1436
DW432,DW131,221,1610
DW433,DW131,251,1780
DW434,DW131,45,232
DW435,DW131,151,928
DW436,DW131,284,2026
DW438,DW131,281,2083
DW439,DW131,50,155
DW441,DW131,240,1750
DW442,DW131,46,206
DW443,DW131,288,2049
DW444,DW131,289,2140
DW446,DW131,301,2208
DW448,DW131,278,2084
DW449,DW131,274,1871
DW450,DW131,220,1516
DW451,DW131,288,2039
DW452,DW131,241,1672
DW454,DW131,241,1620
DW456,DW131,281,2135
DW458,DW131,247,1445
DW460,DW131,288,2187
DW462,DW131,279,2123
DW463,DW131,282,2195
DW464,DW131,262,1877
DW481,DW131,250,1602
DW482,DW131,240,1747
DW483,DW131,44,177
DW484,DW131,279,2141
DW485,DW131,280,2062
DW486,DW131,297,2035
DW487,DW131,237,2094
DW488,DW131,266,1928
DW489,DW131,243,1575
M2282,DW131,139,957
M2300,DW131,132,883
M2321,DW131,209,1276
M2341,DW131,163,1231
M30,DW131,115,807
M6090,DW131,137,878
M6151,DW131,137,928
M6257,DW131,198,1391
M6270,DW131,145,962
M6280,DW131,272,1805
M6282,DW131,290,2289
M6283,DW131,281,2357
M6284,DW131,133,956
M6285,DW131,217,1571
M6286,DW131,265,2036
M6303,DW131,149,1027
M6312,DW131,136,936
M6320,DW131,207,1548
M6327,DW131,129,878
M6328,DW131,151,879
M6475,DW131,206,1478
M6489,DW131,276,2141
M6593,DW131,186,1238
M6604,DW131,225,1817
M6711,DW131,278,2135
M6713,DW131,300,2262
R32G,DW131,111,1038
TW10_5G,DW131,112,1046
TW10_6G,DW131,111,1039
TW48-5G,DW131,111,1034
UTMB_10G,DW131,111,1036
DW140,DW133,262,1825
DW141,DW133,241,1825
DW148,DW133,277,1821
DW153,DW133,265,1779
DW155,DW133,275,1865
DW166,DW133,296,1889
DW167,DW133,252,1671
DW170,DW133,282,1770
DW172,DW133,101,426
DW268,DW133,217,1461
DW269,DW133,219,1352
DW270,DW133,222,1453
DW272,DW133,7,18
DW276,DW133,275,1615
DW277,DW133,260,1600
DW278,DW133,272,1895
DW279,DW133,275,1867
DW281,DW133,268,1814
DW282,DW133,301,2041
DW283,DW133,265,1934
DW285,DW133,217,1336
DW286,DW133,262,1710
DW287,DW133,266,1903
DW290,DW133,251,1624
DW292,DW133,211,1413
DW293,DW133,288,1978
DW295,DW133,281,1957
DW296,DW133,292,1969
DW299,DW133,263,1845
DW301,DW133,265,1824
DW303,DW133,265,1740
DW304,DW133,257,1779
DW307,DW133,270,1799
DW308,DW133,256,1792
DW309,DW133,257,1734
DW312,DW133,255,1707
DW313,DW133,204,1416
DW315,DW133,272,1660
DW316,DW133,269,1810
DW318,DW133,283,1930
DW320,DW133,288,1961
DW321,DW133,288,1963
DW325,DW133,254,1800
DW326,DW133,288,1941
DW329,DW133,253,1538
DW330,DW133,210,1315
DW331,DW133,260,1785
DW332,DW133,291,1942
DW334,DW133,215,1470
DW336,DW133,289,1949
DW337,DW133,278,1822
DW339,DW133,248,1534
DW342,DW133,257,1482
DW344,DW133,285,1946
DW345,DW133,291,1949
DW346,DW133,266,1811
DW347,DW133,269,1874
DW349,DW133,248,1721
DW351,DW133,267,1842
DW355,DW133,266,1808
DW356,DW133,283,2052
DW359,DW133,271,1809
DW360,DW133,269,1930
DW361,DW133,282,1897
DW365,DW133,254,1709
DW366,DW133,229,1404
DW368,DW133,255,1655
DW369,DW133,248,1430
DW370,DW133,252,1735
DW371,DW133,271,1812
DW372,DW133,99,428
DW373,DW133,219,1267
DW374,DW133,216,1727
DW375,DW133,32,81
DW376,DW133,267,1674
DW377,DW133,273,1864
DW379,DW133,229,1320
DW380,DW133,211,1339
DW381,DW133,266,1780
DW382,DW133,287,1855
DW383,DW133,267,1741
DW384,DW133,269,1761
DW385,DW133,271,1856
DW387,DW133,239,1446
DW388,DW133,277,1808
DW389,DW133,290,1919
DW390,DW133,273,1767
DW391,DW133,273,1770
DW392,DW133,270,1736
DW395,DW133,260,1117
DW396,DW133,201,1206
DW397,DW133,266,1739
DW398,DW133,250,1684
DW401,DW133,252,1767
DW402,DW133,284,1609
DW405,DW133,184,1105
DW409,DW133,290,1623
DW410,DW133,267,1607
DW413,DW133,271,1702
DW414,DW133,235,1686
DW415,DW133,245,1456
DW418,DW133,285,1878
DW420,DW133,282,1735
DW423,DW133,299,1753
DW425,DW133,266,1704
DW427,DW133,270,1754
DW428,DW133,225,1367
DW429,DW133,248,1706
DW430,DW133,291,1885
DW432,DW133,268,1703
DW433,DW133,290,1944
DW434,DW133,265,1868
DW435,DW133,272,1753
DW436,DW133,250,1666
DW438,DW133,271,1782
DW439,DW133,271,1766
DW441,DW133,281,1900
DW442,DW133,265,1859
